ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
N,code_prec,family_prec,member_prec,2,05-Dec-19 04.21.33.393633 AM
Y,code_cons,family_cons,member_cons,3,05-Dec-19 05.21.33.393633 AM
N,code_cons,family_cons,member_cons,3,05-Dec-19 05.24.53.393633 AM
Y,code_prec,family_prec,member_prec,2,05-Dec-19 05.38.13.393633 PM
N,code_prec,family_prec,member_prec,2,05-Dec-19 05.48.13.393633 PM
Y,code_prec,family_prec,member_prec,2,05-Dec-19 06.01.33.393633 PM
N,code_prec,family_prec,member_prec,2,05-Dec-19 06.11.33.393633 PM
Y,code_cons,family_cons,member_cons,3,05-Dec-19 07.11.33.393633 PM
N,code_cons,family_cons,member_cons,3,05-Dec-19 07.14.53.393633 PM
Y,code_prec,family_prec,member_prec,2,06-Dec-19 07.28.13.393633 AM
N,code_prec,family_prec,member_prec,2,06-Dec-19 07.38.13.393633 AM
Y,code_prec,family_prec,member_prec,2,06-Dec-19 07.51.33.393633 AM
N,code_prec,family_prec,member_prec,2,06-Dec-19 08.01.33.393633 AM
Y,code_cons,family_cons,member_cons,3,06-Dec-19 09.01.33.393633 AM
N,code_cons,family_cons,member_cons,3,06-Dec-19 09.04.53.393633 AM
Y,code_prec,family_prec,member_prec,2,06-Dec-19 09.18.13.393633 PM
N,code_prec,family_prec,member_prec,2,06-Dec-19 09.28.13.393633 PM
Y,code_prec,family_prec,member_prec,2,06-Dec-19 09.41.33.393633 PM
N,code_prec,family_prec,member_prec,2,06-Dec-19 09.51.33.393633 PM
Y,code_cons,family_cons,member_cons,3,06-Dec-19 10.51.33.393633 PM
N,code_cons,family_cons,member_cons,3,06-Dec-19 10.54.53.393633 PM
Y,code_prec,family_prec,member_prec,2,07-Dec-19 11.08.13.393633 AM
N,code_prec,family_prec,member_prec,2,07-Dec-19 11.18.13.393633 AM
Y,code_prec,family_prec,member_prec,2,07-Dec-19 11.31.33.393633 AM
N,code_prec,family_prec,member_prec,2,07-Dec-19 11.41.33.393633 AM
Y,code_cons,family_cons,member_cons,3,07-Dec-19 12.41.33.393633 PM
N,code_cons,family_cons,member_cons,3,07-Dec-19 12.44.53.393633 PM
Y,code_prec,family_prec,member_prec,2,08-Dec-19 12.58.13.393633 AM
N,code_prec,family_prec,member_prec,2,08-Dec-19 01.08.13.393633 AM
Y,code_prec,family_prec,member_prec,2,08-Dec-19 01.21.33.393633 AM
N,code_prec,family_prec,member_prec,2,08-Dec-19 01.31.33.393633 AM
Y,code_cons,family_cons,member_cons,3,08-Dec-19 02.31.33.393633 AM
N,code_cons,family_cons,member_cons,3,08-Dec-19 02.34.53.393633 AM
Y,code_prec,family_prec,member_prec,2,08-Dec-19 02.48.13.393633 PM
N,code_prec,family_prec,member_prec,2,08-Dec-19 02.58.13.393633 PM
Y,code_prec,family_prec,member_prec,2,08-Dec-19 03.11.33.393633 PM
N,code_prec,family_prec,member_prec,2,08-Dec-19 03.21.33.393633 PM
Y,code_cons,family_cons,member_cons,3,08-Dec-19 04.21.33.393633 PM
N,code_cons,family_cons,member_cons,3,08-Dec-19 04.24.53.393633 PM
Y,code_prec,family_prec,member_prec,2,09-Dec-19 04.38.13.393633 AM
N,code_prec,family_prec,member_prec,2,09-Dec-19 04.48.13.393633 AM
Y,code_prec,family_prec,member_prec,2,09-Dec-19 05.01.33.393633 AM
N,code_prec,family_prec,member_prec,2,09-Dec-19 05.11.33.393633 AM
Y,code_cons,family_cons,member_cons,3,09-Dec-19 06.11.33.393633 AM
N,code_cons,family_cons,member_cons,3,09-Dec-19 06.14.53.393633 AM
Y,code_prec,family_prec,member_prec,2,09-Dec-19 06.28.13.393633 PM
N,code_prec,family_prec,member_prec,2,09-Dec-19 06.38.13.393633 PM
Y,code_prec,family_prec,member_prec,2,09-Dec-19 06.51.33.393633 PM
N,code_prec,family_prec,member_prec,2,09-Dec-19 07.01.33.393633 PM
Y,code_cons,family_cons,member_cons,3,09-Dec-19 08.01.33.393633 PM
N,code_cons,family_cons,member_cons,3,09-Dec-19 08.04.53.393633 PM
Y,code_prec,family_prec,member_prec,2,10-Dec-19 08.18.13.393633 AM
N,code_prec,family_prec,member_prec,2,10-Dec-19 08.28.13.393633 AM
Y,code_prec,family_prec,member_prec,2,10-Dec-19 08.41.33.393633 AM
N,code_prec,family_prec,member_prec,2,10-Dec-19 08.51.33.393633 AM
Y,code_cons,family_cons,member_cons,3,10-Dec-19 09.51.33.393633 AM
N,code_cons,family_cons,member_cons,3,10-Dec-19 09.54.53.393633 AM
Y,code_prec,family_prec,member_prec,2,10-Dec-19 10.08.13.393633 PM
N,code_prec,family_prec,member_prec,2,10-Dec-19 10.18.13.393633 PM
Y,code_prec,family_prec,member_prec,2,10-Dec-19 10.31.33.393633 PM
N,code_prec,family_prec,member_prec,2,10-Dec-19 10.41.33.393633 PM
Y,code_cons,family_cons,member_cons,3,10-Dec-19 11.41.33.393633 PM
N,code_cons,family_cons,member_cons,3,10-Dec-19 11.44.53.393633 PM
Y,code_prec,family_prec,member_prec,2,11-Dec-19 11.58.13.393633 AM
N,code_prec,family_prec,member_prec,2,11-Dec-19 12.08.13.393633 PM
Y,code_prec,family_prec,member_prec,2,11-Dec-19 12.21.33.393633 PM
N,code_prec,family_prec,member_prec,2,11-Dec-19 12.31.33.393633 PM
Y,code_cons,family_cons,member_cons,3,11-Dec-19 01.31.33.393633 PM
N,code_cons,family_cons,member_cons,3,11-Dec-19 01.34.53.393633 PM
