ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
Y,c,c,c,3,22-Jun-20 11.44.54.880674 PM
N,c,c,c,3,23-Jun-20 12.52.33.140059 AM
Y,a,a,a,2,24-Jun-20 05.46.00.198692 PM
N,a,a,a,2,24-Jun-20 05.52.04.738503 PM
Y,a,a,a,2,24-Jun-20 06.17.56.656892 PM
N,a,a,a,2,24-Jun-20 06.26.15.291417 PM
Y,c,c,c,3,25-Jun-20 10.24.14.825893 AM
N,c,c,c,3,25-Jun-20 10.31.13.527494 AM
Y,a,a,a,2,25-Jun-20 06.56.18.564751 PM
N,a,a,a,2,25-Jun-20 07.05.00.634095 PM
Y,a,a,a,2,25-Jun-20 07.49.13.766722 PM
N,a,a,a,2,25-Jun-20 08.00.58.046530 PM
Y,c,c,c,3,25-Jun-20 10.57.57.714584 PM
N,c,c,c,3,25-Jun-20 11.04.19.510883 PM
Y,a,a,a,2,03-Jul-20 04.59.13.084974 PM
N,a,a,a,2,03-Jul-20 05.02.05.143308 PM
Y,a,a,a,2,03-Jul-20 05.44.10.903697 PM
N,a,a,a,2,03-Jul-20 05.46.23.910476 PM
Y,c,c,c,3,03-Jul-20 06.46.36.765603 PM
N,c,c,c,3,03-Jul-20 07.00.06.037935 PM
Y,a,a,a,2,05-Jul-20 02.38.06.946780 PM
N,a,a,a,2,05-Jul-20 02.41.42.313017 PM
Y,a,a,a,2,05-Jul-20 03.13.25.750671 PM
N,a,a,a,2,05-Jul-20 03.16.02.147826 PM
Y,c,c,c,3,05-Jul-20 03.25.25.041099 PM
N,c,c,c,3,05-Jul-20 03.51.07.729888 PM
Y,a,a,a,2,08-Jul-20 10.49.00.763561 AM
N,a,a,a,2,08-Jul-20 10.54.54.153608 AM
Y,a,a,a,2,08-Jul-20 11.16.26.975826 AM
N,a,a,a,2,08-Jul-20 11.16.43.305105 AM
Y,c,c,c,3,08-Jul-20 04.30.37.937135 PM
N,c,c,c,3,08-Jul-20 04.39.54.599939 PM
Y,a,a,a,2,09-Jul-20 04.45.16.526367 AM
N,a,a,a,2,09-Jul-20 04.52.26.774777 AM
Y,a,a,a,2,09-Jul-20 05.02.02.229981 AM
N,a,a,a,2,09-Jul-20 05.07.11.492532 AM
Y,c,c,c,3,09-Jul-20 03.36.55.830972 PM
N,c,c,c,3,09-Jul-20 03.45.03.449280 PM
Y,a,a,a,2,10-Jul-20 07.09.44.613678 AM
N,a,a,a,2,10-Jul-20 07.37.16.159856 AM
Y,a,a,a,2,10-Jul-20 07.48.08.955224 AM
N,a,a,a,2,10-Jul-20 07.54.02.165122 AM
Y,c,c,c,3,10-Jul-20 06.16.04.960269 PM
N,c,c,c,3,10-Jul-20 06.32.23.502251 PM
Y,a,a,a,2,14-Jul-20 02.45.40.316907 PM
N,a,a,a,2,14-Jul-20 02.51.25.080725 PM
Y,a,a,a,2,14-Jul-20 03.06.47.450927 PM
N,a,a,a,2,14-Jul-20 03.15.05.166494 PM
Y,c,c,c,3,14-Jul-20 07.46.09.311041 PM
N,c,c,c,3,14-Jul-20 08.30.00.952111 PM
Y,a,a,a,2,15-Jul-20 07.33.33.281250 AM
N,a,a,a,2,15-Jul-20 07.37.06.123617 AM
Y,a,a,a,2,15-Jul-20 07.52.25.372789 AM
N,a,a,a,2,15-Jul-20 08.07.51.366928 AM
Y,c,c,c,3,15-Jul-20 09.40.08.345285 AM
N,c,c,c,3,15-Jul-20 09.48.35.198581 AM
Y,a,a,a,2,17-Jul-20 09.27.01.473323 PM
N,a,a,a,2,17-Jul-20 09.36.15.329156 PM
Y,a,a,a,2,17-Jul-20 10.12.27.710706 PM
N,a,a,a,2,17-Jul-20 10.18.20.249834 PM
Y,c,c,c,3,18-Jul-20 01.14.24.954063 AM
N,c,c,c,3,18-Jul-20 01.16.43.611706 AM
Y,a,a,a,2,18-Jul-20 10.35.01.939564 PM
N,a,a,a,2,18-Jul-20 10.48.53.258126 PM
Y,a,a,a,2,18-Jul-20 11.19.51.305924 PM
N,a,a,a,2,18-Jul-20 11.22.01.228624 PM
Y,c,c,c,3,19-Jul-20 02.30.37.223273 AM
N,c,c,c,3,19-Jul-20 02.37.10.856872 AM
Y,a,a,a,2,19-Jul-20 07.11.37.264010 AM
N,a,a,a,2,19-Jul-20 07.12.17.799377 AM
Y,a,a,a,2,19-Jul-20 07.36.15.573764 AM
N,a,a,a,2,19-Jul-20 07.47.41.804703 AM
Y,c,c,c,3,19-Jul-20 10.52.25.254490 PM
N,c,c,c,3,19-Jul-20 11.14.18.091201 PM
Y,a,a,a,2,21-Jul-20 11.04.16.868804 AM
N,a,a,a,2,21-Jul-20 12.12.04.191492 PM
Y,a,a,a,2,21-Jul-20 12.42.13.271101 PM
N,a,a,a,2,21-Jul-20 12.53.29.031975 PM
Y,c,c,c,3,21-Jul-20 05.01.53.995038 PM
N,c,c,c,3,21-Jul-20 05.03.27.517525 PM
Y,a,a,a,2,23-Jul-20 01.52.03.064394 PM
N,a,a,a,2,23-Jul-20 02.41.11.610878 PM
Y,a,a,a,2,23-Jul-20 03.14.03.172867 PM
N,a,a,a,2,23-Jul-20 03.28.07.354899 PM
Y,c,c,c,3,23-Jul-20 03.33.51.375813 PM
N,c,c,c,3,23-Jul-20 03.39.01.666648 PM
Y,a,a,a,2,24-Jul-20 01.02.21.867342 PM
N,a,a,a,2,24-Jul-20 01.08.37.430693 PM
Y,a,a,a,2,24-Jul-20 01.46.47.976281 PM
N,a,a,a,2,24-Jul-20 02.26.27.983931 PM
Y,c,c,c,3,24-Jul-20 03.50.43.630117 PM
N,c,c,c,3,24-Jul-20 03.53.46.428748 PM
