ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
Y,a,a,a,2,12-Jun-20 12.52.55.078442 AM
N,a,a,a,2,12-Jun-20 01.02.55.078442 AM
Y,c,c,c,3,12-Jun-20 07.02.55.078442 AM
N,c,c,c,3,12-Jun-20 07.22.55.078442 AM
Y,a,a,a,2,15-Jun-20 07.52.55.078442 AM
N,a,a,a,2,15-Jun-20 08.02.55.078442 AM
Y,a,a,a,2,15-Jun-20 08.32.55.078442 AM
N,a,a,a,2,15-Jun-20 08.42.55.078442 AM
Y,c,c,c,3,15-Jun-20 02.42.55.078442 PM
N,c,c,c,3,15-Jun-20 03.02.55.078442 PM
Y,a,a,a,2,18-Jun-20 03.32.55.078442 PM
N,a,a,a,2,18-Jun-20 03.42.55.078442 PM
Y,a,a,a,2,18-Jun-20 04.12.55.078442 PM
N,a,a,a,2,18-Jun-20 04.22.55.078442 PM
Y,c,c,c,3,18-Jun-20 10.22.55.078442 PM
N,c,c,c,3,18-Jun-20 10.42.55.078442 PM
Y,a,a,a,2,21-Jun-20 11.12.55.078442 PM
N,a,a,a,2,21-Jun-20 11.22.55.078442 PM
Y,a,a,a,2,21-Jun-20 11.52.55.078442 PM
N,a,a,a,2,22-Jun-20 12.02.55.078442 AM
Y,c,c,c,3,22-Jun-20 06.02.55.078442 AM
N,c,c,c,3,22-Jun-20 06.22.55.078442 AM
Y,a,a,a,2,25-Jun-20 06.52.55.078442 AM
N,a,a,a,2,25-Jun-20 07.02.55.078442 AM
Y,a,a,a,2,25-Jun-20 07.32.55.078442 AM
N,a,a,a,2,25-Jun-20 07.42.55.078442 AM
Y,c,c,c,3,25-Jun-20 01.42.55.078442 PM
N,c,c,c,3,25-Jun-20 02.02.55.078442 PM
Y,a,a,a,2,28-Jun-20 02.32.55.078442 PM
N,a,a,a,2,28-Jun-20 02.42.55.078442 PM
Y,a,a,a,2,28-Jun-20 03.12.55.078442 PM
N,a,a,a,2,28-Jun-20 03.22.55.078442 PM
Y,c,c,c,3,28-Jun-20 09.22.55.078442 PM
N,c,c,c,3,28-Jun-20 09.42.55.078442 PM
Y,a,a,a,2,01-Jul-20 10.12.55.078442 PM
N,a,a,a,2,01-Jul-20 10.22.55.078442 PM
Y,a,a,a,2,01-Jul-20 10.52.55.078442 PM
N,a,a,a,2,01-Jul-20 11.02.55.078442 PM
Y,c,c,c,3,02-Jul-20 05.02.55.078442 AM
N,c,c,c,3,02-Jul-20 05.22.55.078442 AM
Y,a,a,a,2,05-Jul-20 05.52.55.078442 AM
N,a,a,a,2,05-Jul-20 06.02.55.078442 AM
Y,a,a,a,2,05-Jul-20 06.32.55.078442 AM
N,a,a,a,2,05-Jul-20 06.42.55.078442 AM
Y,c,c,c,3,05-Jul-20 12.42.55.078442 PM
N,c,c,c,3,05-Jul-20 01.02.55.078442 PM
Y,a,a,a,2,08-Jul-20 01.32.55.078442 PM
N,a,a,a,2,08-Jul-20 01.42.55.078442 PM
Y,a,a,a,2,08-Jul-20 02.12.55.078442 PM
N,a,a,a,2,08-Jul-20 02.22.55.078442 PM
Y,c,c,c,3,08-Jul-20 08.22.55.078442 PM
N,c,c,c,3,08-Jul-20 08.42.55.078442 PM
Y,a,a,a,2,11-Jul-20 09.12.55.078442 PM
N,a,a,a,2,11-Jul-20 09.22.55.078442 PM
Y,a,a,a,2,11-Jul-20 09.52.55.078442 PM
N,a,a,a,2,11-Jul-20 10.02.55.078442 PM
Y,c,c,c,3,12-Jul-20 04.02.55.078442 AM
N,c,c,c,3,12-Jul-20 04.22.55.078442 AM
Y,a,a,a,2,15-Jul-20 04.52.55.078442 AM
N,a,a,a,2,15-Jul-20 05.02.55.078442 AM
Y,a,a,a,2,15-Jul-20 05.32.55.078442 AM
N,a,a,a,2,15-Jul-20 05.42.55.078442 AM
Y,c,c,c,3,15-Jul-20 11.42.55.078442 AM
N,c,c,c,3,15-Jul-20 12.02.55.078442 PM
Y,a,a,a,2,18-Jul-20 12.32.55.078442 PM
N,a,a,a,2,18-Jul-20 12.42.55.078442 PM
Y,a,a,a,2,18-Jul-20 01.12.55.078442 PM
N,a,a,a,2,18-Jul-20 01.22.55.078442 PM
Y,c,c,c,3,18-Jul-20 07.22.55.078442 PM
N,c,c,c,3,18-Jul-20 07.42.55.078442 PM
Y,a,a,a,2,21-Jul-20 08.12.55.078442 PM
N,a,a,a,2,21-Jul-20 08.22.55.078442 PM
Y,a,a,a,2,21-Jul-20 08.52.55.078442 PM
N,a,a,a,2,21-Jul-20 09.02.55.078442 PM
Y,c,c,c,3,22-Jul-20 03.02.55.078442 AM
N,c,c,c,3,22-Jul-20 03.22.55.078442 AM
Y,a,a,a,2,25-Jul-20 03.52.55.078442 AM
N,a,a,a,2,25-Jul-20 04.02.55.078442 AM
Y,a,a,a,2,25-Jul-20 04.32.55.078442 AM
N,a,a,a,2,25-Jul-20 04.42.55.078442 AM
Y,c,c,c,3,25-Jul-20 10.42.55.078442 AM
N,c,c,c,3,25-Jul-20 11.02.55.078442 AM
Y,a,a,a,2,28-Jul-20 11.32.55.078442 AM
N,a,a,a,2,28-Jul-20 11.42.55.078442 AM
Y,a,a,a,2,28-Jul-20 12.12.55.078442 PM
N,a,a,a,2,28-Jul-20 12.22.55.078442 PM
Y,c,c,c,3,28-Jul-20 06.22.55.078442 PM
N,c,c,c,3,28-Jul-20 06.42.55.078442 PM
