ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
Y,a,a,a,2,15-Jun-20 06.53.12.009175 PM
N,a,a,a,2,15-Jun-20 07.02.58.661242 PM
Y,c,c,c,3,16-Jun-20 01.18.41.327055 AM
N,c,c,c,3,16-Jun-20 01.38.23.836892 AM
Y,a,a,a,2,19-Jun-20 12.04.25.952167 PM
N,a,a,a,2,19-Jun-20 12.14.10.416183 PM
Y,a,a,a,2,19-Jun-20 12.44.57.567261 PM
N,a,a,a,2,19-Jun-20 12.54.47.089374 PM
Y,c,c,c,3,19-Jun-20 06.07.30.959042 PM
N,c,c,c,3,19-Jun-20 06.29.20.311355 PM
Y,a,a,a,2,23-Jun-20 12.30.11.372844 AM
N,a,a,a,2,23-Jun-20 12.39.59.546455 AM
Y,a,a,a,2,23-Jun-20 01.09.56.458280 AM
N,a,a,a,2,23-Jun-20 01.19.45.314678 AM
Y,c,c,c,3,23-Jun-20 07.24.02.862427 AM
N,c,c,c,3,23-Jun-20 07.43.04.582049 AM
Y,a,a,a,2,26-Jun-20 08.58.10.931423 AM
N,a,a,a,2,26-Jun-20 09.08.13.235838 AM
Y,a,a,a,2,26-Jun-20 09.37.02.250949 AM
N,a,a,a,2,26-Jun-20 09.47.08.234415 AM
Y,c,c,c,3,26-Jun-20 03.10.01.063335 PM
N,c,c,c,3,26-Jun-20 03.30.24.444662 PM
Y,a,a,a,2,29-Jun-20 06.07.30.500649 PM
N,a,a,a,2,29-Jun-20 06.17.12.594021 PM
Y,a,a,a,2,29-Jun-20 06.49.02.027309 PM
N,a,a,a,2,29-Jun-20 06.59.19.371537 PM
Y,c,c,c,3,30-Jun-20 12.12.39.799860 AM
N,c,c,c,3,30-Jun-20 12.33.16.377155 AM
Y,a,a,a,2,02-Jul-20 06.43.44.990311 PM
N,a,a,a,2,02-Jul-20 06.53.49.632333 PM
Y,a,a,a,2,02-Jul-20 07.24.40.475672 PM
N,a,a,a,2,02-Jul-20 07.34.35.694078 PM
Y,c,c,c,3,03-Jul-20 12.53.12.486224 AM
N,c,c,c,3,03-Jul-20 01.13.23.215319 AM
Y,a,a,a,2,05-Jul-20 10.07.22.633567 PM
N,a,a,a,2,05-Jul-20 10.17.34.655596 PM
Y,a,a,a,2,05-Jul-20 10.46.39.127277 PM
N,a,a,a,2,05-Jul-20 10.56.38.797122 PM
Y,c,c,c,3,06-Jul-20 04.41.50.115544 AM
N,c,c,c,3,06-Jul-20 05.03.36.900877 AM
Y,a,a,a,2,08-Jul-20 11.40.39.775123 PM
N,a,a,a,2,08-Jul-20 11.50.16.816736 PM
Y,a,a,a,2,09-Jul-20 12.21.23.628129 AM
N,a,a,a,2,09-Jul-20 12.31.34.231803 AM
Y,c,c,c,3,09-Jul-20 06.34.08.508119 AM
N,c,c,c,3,09-Jul-20 06.55.12.342917 AM
Y,a,a,a,2,12-Jul-20 07.53.45.680023 AM
N,a,a,a,2,12-Jul-20 08.03.43.969652 AM
Y,a,a,a,2,12-Jul-20 08.33.00.607280 AM
N,a,a,a,2,12-Jul-20 08.43.08.356705 AM
Y,c,c,c,3,12-Jul-20 03.08.13.734344 PM
N,c,c,c,3,12-Jul-20 03.28.56.379153 PM
Y,a,a,a,2,15-Jul-20 11.00.22.536427 PM
N,a,a,a,2,15-Jul-20 11.10.06.458481 PM
Y,a,a,a,2,15-Jul-20 11.40.32.636079 PM
N,a,a,a,2,15-Jul-20 11.50.35.729807 PM
Y,c,c,c,3,16-Jul-20 06.44.21.606148 AM
N,c,c,c,3,16-Jul-20 07.06.14.905306 AM
Y,a,a,a,2,19-Jul-20 01.10.16.095294 AM
N,a,a,a,2,19-Jul-20 01.20.11.855930 AM
Y,a,a,a,2,19-Jul-20 01.49.46.310844 AM
N,a,a,a,2,19-Jul-20 01.59.56.751318 AM
Y,c,c,c,3,19-Jul-20 08.06.31.232033 AM
N,c,c,c,3,19-Jul-20 08.27.42.082546 AM
Y,a,a,a,2,22-Jul-20 08.37.44.489119 AM
N,a,a,a,2,22-Jul-20 08.47.51.190513 AM
Y,a,a,a,2,22-Jul-20 09.17.04.882890 AM
N,a,a,a,2,22-Jul-20 09.27.02.667927 AM
Y,c,c,c,3,22-Jul-20 03.29.27.684139 PM
N,c,c,c,3,22-Jul-20 03.49.05.347641 PM
Y,a,a,a,2,25-Jul-20 07.26.04.715194 PM
N,a,a,a,2,25-Jul-20 07.36.18.074335 PM
Y,a,a,a,2,25-Jul-20 08.07.00.404842 PM
N,a,a,a,2,25-Jul-20 08.16.54.683212 PM
Y,c,c,c,3,26-Jul-20 02.33.05.606705 AM
N,c,c,c,3,26-Jul-20 02.52.58.669205 AM
Y,a,a,a,2,29-Jul-20 05.48.34.857813 AM
N,a,a,a,2,29-Jul-20 05.58.31.810160 AM
Y,a,a,a,2,29-Jul-20 06.27.32.610010 AM
N,a,a,a,2,29-Jul-20 06.37.41.090368 AM
Y,c,c,c,3,29-Jul-20 01.15.50.421827 PM
N,c,c,c,3,29-Jul-20 01.33.26.559721 PM
